id,type,subtype,balance,currency_code,name,person_id,account_id,date
1b75d800-b96c-4eff-a7ef-0c84403766cb,BANK,CHECKING_ACCOUNT,1207.5,BRL,Conta Corrente,55252085-c5d6-4b7d-b221-fd3ad76ba8e5,1b75d800-b96c-4eff-a7ef-0c84403766cb,2023-09-13 21:55:59
13d114ed-6d95-40cf-8a2e-3d581befddea,BANK,SAVINGS_ACCOUNT,5012.69,BRL,Caixinha,55252085-c5d6-4b7d-b221-fd3ad76ba8e5,13d114ed-6d95-40cf-8a2e-3d581befddea,2023-09-09 01:48:48
7de071d7-ecf7-4f71-a40c-689301aa619d,CREDIT,CREDIT_CARD,5682.83,BRL,Cartão de Crédito,55252085-c5d6-4b7d-b221-fd3ad76ba8e5,7de071d7-ecf7-4f71-a40c-689301aa619d,2023-09-14 15:32:43
0ee9005d-570e-4f2b-b5e7-534658def779,BANK,CHECKING_ACCOUNT,5551.29,BRL,Conta Corrente,55252085-c5d6-4b7d-b221-fd3ad76ba8e5,0ee9005d-570e-4f2b-b5e7-534658def779,2023-09-13 02:42:08
1a399913-1af0-45f3-8b95-4f034fd6f91c,CREDIT,CREDIT_CARD,7270.29,BRL,Cartão de Crédito,55252085-c5d6-4b7d-b221-fd3ad76ba8e5,1a399913-1af0-45f3-8b95-4f034fd6f91c,2023-09-11 19:38:13
685b810a-e8ee-47f0-ad6e-1852129389c8,CREDIT,CREDIT_CARD,15277.39,BRL,Cartão de Crédito,d79c5046-ef76-4972-becd-370375177662,685b810a-e8ee-47f0-ad6e-1852129389c8,2023-09-14 22:08:08
052e10dd-1fe7-4498-b3e2-e65b0a9ee484,BANK,SAVINGS_ACCOUNT,33273.37,BRL,Caixinha,d79c5046-ef76-4972-becd-370375177662,052e10dd-1fe7-4498-b3e2-e65b0a9ee484,2023-09-14 20:23:32
571a92f4-5a48-4618-bad5-8c37efd791e4,BANK,CHECKING_ACCOUNT,4104.81,BRL,Conta Corrente,3d7b7975-cad0-4a0c-a0f4-ccb78a4746ca,571a92f4-5a48-4618-bad5-8c37efd791e4,2023-09-13 23:15:59
41e18653-9d87-46b2-bbe3-282b058cb42b,CREDIT,CREDIT_CARD,4580.87,BRL,Cartão de Crédito,3d7b7975-cad0-4a0c-a0f4-ccb78a4746ca,41e18653-9d87-46b2-bbe3-282b058cb42b,2023-09-14 02:48:44
4c87b718-da44-4003-b9a8-a8752149c130,BANK,SAVINGS_ACCOUNT,930.49,BRL,Conta Remunerada,3d7b7975-cad0-4a0c-a0f4-ccb78a4746ca,4c87b718-da44-4003-b9a8-a8752149c130,2023-09-14 15:32:02
0a578c55-a315-4f73-b7a3-431637ac88f1,BANK,CHECKING_ACCOUNT,8081.31,BRL,Conta Corrente,62c71d78-f32e-41e2-9473-3b4715de389a,0a578c55-a315-4f73-b7a3-431637ac88f1,2023-09-11 17:01:10
a3a5497b-d359-4b03-a7b5-0fa23f5ee5e9,CREDIT,CREDIT_CARD,5969.42,BRL,Cartão de Crédito,62c71d78-f32e-41e2-9473-3b4715de389a,a3a5497b-d359-4b03-a7b5-0fa23f5ee5e9,2023-09-08 12:14:49
58f31a5a-496b-4134-8428-9d3c243a2772,BANK,CHECKING_ACCOUNT,8936.89,BRL,Conta Corrente,66e24e1b-3f20-4c62-bb38-aba532908d85,58f31a5a-496b-4134-8428-9d3c243a2772,2023-09-15 10:06:42
a18d5d67-8db4-4e82-8020-106d90426332,CREDIT,CREDIT_CARD,7858.37,BRL,Cartão de Crédito,66e24e1b-3f20-4c62-bb38-aba532908d85,a18d5d67-8db4-4e82-8020-106d90426332,2023-09-14 16:10:12
56d3d539-b156-45e3-bdb3-362e626dee3a,BANK,CHECKING_ACCOUNT,8858.43,BRL,Conta Corrente,66e24e1b-3f20-4c62-bb38-aba532908d85,56d3d539-b156-45e3-bdb3-362e626dee3a,2023-09-14 18:47:33
86d4358c-f9a8-4f63-ae45-674701355ebb,BANK,CHECKING_ACCOUNT,8331.46,BRL,Conta Corrente,66e24e1b-3f20-4c62-bb38-aba532908d85,86d4358c-f9a8-4f63-ae45-674701355ebb,2023-09-15 02:11:36
919e62fb-9f83-453f-b837-61c1aa7ce1da,BANK,CHECKING_ACCOUNT,4008.43,BRL,Conta Corrente,85da8cea-02ca-4503-b61a-5e140e227453,919e62fb-9f83-453f-b837-61c1aa7ce1da,2023-09-08 10:21:31
583ceaa8-f442-474f-8338-59a53154d627,BANK,SAVINGS_ACCOUNT,6955.43,BRL,Conta Remunerada,e0d17414-1177-4f81-bbaf-dd66c6c9f8aa,583ceaa8-f442-474f-8338-59a53154d627,2023-09-09 06:57:19
40f4c8a0-7d58-4097-a5be-e151cf024b2b,CREDIT,CREDIT_CARD,1343.26,BRL,Cartão de Crédito,30c460c9-dee8-4b0e-bace-01d13d84269a,40f4c8a0-7d58-4097-a5be-e151cf024b2b,2023-09-14 17:02:49
6565843d-00a6-4e33-bf2c-ab6e9d3d3eee,BANK,CHECKING_ACCOUNT,7045.32,BRL,Conta Corrente,4ed3f4ea-5e44-4d5a-ac33-3191a8172f9a,6565843d-00a6-4e33-bf2c-ab6e9d3d3eee,2023-09-01 21:52:15
61c3eaa1-c458-4280-bdb0-49655397c831,BANK,SAVINGS_ACCOUNT,4864.29,BRL,Conta Remunerada,4ed3f4ea-5e44-4d5a-ac33-3191a8172f9a,61c3eaa1-c458-4280-bdb0-49655397c831,2023-09-13 22:46:01
98f22451-54e5-4b08-94fe-1827fc8c96cf,CREDIT,CREDIT_CARD,7898.1,BRL,Cartão de Crédito,6af9c508-a57a-43cb-9ab3-2aecf18f5cea,98f22451-54e5-4b08-94fe-1827fc8c96cf,2023-09-15 00:29:45
a40f41fc-3d85-4151-bd9c-000381f3bbc3,BANK,CHECKING_ACCOUNT,2505.86,BRL,Conta Corrente,6af9c508-a57a-43cb-9ab3-2aecf18f5cea,a40f41fc-3d85-4151-bd9c-000381f3bbc3,2023-09-15 03:03:39
1cbf4f28-a97c-454a-9c8d-7f25c44b44c8,BANK,SAVINGS_ACCOUNT,4139.78,BRL,Poupança,cf0c52f9-5542-495d-b1f3-02b83366c861,1cbf4f28-a97c-454a-9c8d-7f25c44b44c8,2023-09-12 21:30:03
61a20108-b67d-4f83-a075-15724933dac7,BANK,CHECKING_ACCOUNT,9799.4,BRL,Conta Corrente,cf0c52f9-5542-495d-b1f3-02b83366c861,61a20108-b67d-4f83-a075-15724933dac7,2023-09-15 14:27:36
68a314a3-2af6-4b1d-beb7-9e9d64c22520,CREDIT,CREDIT_CARD,1220.16,BRL,Cartão de Crédito,fc8d7c67-ddb8-4f0b-8d0d-358c227a059e,68a314a3-2af6-4b1d-beb7-9e9d64c22520,2023-09-15 00:36:51
9d33d88d-0413-4a97-8a71-1b15e2de20c6,BANK,SAVINGS_ACCOUNT,1450.19,BRL,Conta Remunerada,fc8d7c67-ddb8-4f0b-8d0d-358c227a059e,9d33d88d-0413-4a97-8a71-1b15e2de20c6,2023-09-06 21:01:18
e4b246fa-c46e-46eb-bbc9-2829449c805d,CREDIT,CREDIT_CARD,1962.72,BRL,Cartão de Crédito,3b273d75-dbc5-4b87-9cf0-1fe0587b349c,e4b246fa-c46e-46eb-bbc9-2829449c805d,2023-09-14 17:14:05
535f812b-ad55-4dca-9091-3f06c3c29422,BANK,CHECKING_ACCOUNT,4820.1,BRL,Conta Corrente,3b273d75-dbc5-4b87-9cf0-1fe0587b349c,535f812b-ad55-4dca-9091-3f06c3c29422,2023-09-07 15:46:21
0eec0456-f5eb-48ec-be6a-4fa164da2d8a,BANK,SAVINGS_ACCOUNT,5379.67,BRL,Poupança,3b273d75-dbc5-4b87-9cf0-1fe0587b349c,0eec0456-f5eb-48ec-be6a-4fa164da2d8a,2023-09-15 06:23:13
b908c3b9-4ead-466b-a706-d2558a3aa6cb,BANK,SAVINGS_ACCOUNT,7623.65,BRL,Poupança,3b273d75-dbc5-4b87-9cf0-1fe0587b349c,b908c3b9-4ead-466b-a706-d2558a3aa6cb,2023-09-15 13:59:49
65b34fd9-975a-4494-a402-b6ffc082d893,CREDIT,CREDIT_CARD,6296.36,BRL,Cartão de Crédito,3b273d75-dbc5-4b87-9cf0-1fe0587b349c,65b34fd9-975a-4494-a402-b6ffc082d893,2023-09-13 14:47:43
248455c3-507e-4a51-8580-5f2c38c04df5,CREDIT,CREDIT_CARD,5440.54,BRL,Cartão de Crédito,fe7862cf-c982-45d3-a534-bfec25532913,248455c3-507e-4a51-8580-5f2c38c04df5,2023-09-14 23:35:28
a5012d6c-2571-4f52-91ca-200a568d9e4b,BANK,SAVINGS_ACCOUNT,4143.17,BRL,Poupança,ad3cc781-47b1-4cff-b677-a4903b79d30c,a5012d6c-2571-4f52-91ca-200a568d9e4b,2023-09-12 11:06:08
683e522a-b069-4af1-85e3-c4f5eac6a460,BANK,SAVINGS_ACCOUNT,5767.55,BRL,Caixinha,ad3cc781-47b1-4cff-b677-a4903b79d30c,683e522a-b069-4af1-85e3-c4f5eac6a460,2023-09-14 16:19:00
e09ee23f-f943-46cc-b0f8-258fefb94317,CREDIT,CREDIT_CARD,1819.37,BRL,Cartão de Crédito,468592f4-1d89-4d6a-8463-4d2a73ea5adc,e09ee23f-f943-46cc-b0f8-258fefb94317,2023-09-02 12:46:29
45e666d4-22bb-4136-8a4e-35de7aefaadf,BANK,CHECKING_ACCOUNT,9836.6,BRL,Conta Corrente,468592f4-1d89-4d6a-8463-4d2a73ea5adc,45e666d4-22bb-4136-8a4e-35de7aefaadf,2023-09-14 21:40:46
001216e2-6e26-4bfa-85b4-91ad461821ad,BANK,SAVINGS_ACCOUNT,8289.84,BRL,Caixinha,6745a751-fd32-4a0d-9bed-7f9d23534a3a,001216e2-6e26-4bfa-85b4-91ad461821ad,2023-09-13 00:08:53
218133ee-33f7-4346-b371-e40d7c4cb479,CREDIT,CREDIT_CARD,6985.15,BRL,Cartão de Crédito,6745a751-fd32-4a0d-9bed-7f9d23534a3a,218133ee-33f7-4346-b371-e40d7c4cb479,2023-09-14 17:56:34
f04b2b9b-a10e-4075-a06e-f0cc0602019c,BANK,SAVINGS_ACCOUNT,6692.5,BRL,Poupança,6745a751-fd32-4a0d-9bed-7f9d23534a3a,f04b2b9b-a10e-4075-a06e-f0cc0602019c,2023-09-12 13:10:22
6854ed22-a177-475b-9403-80d76349d631,BANK,SAVINGS_ACCOUNT,8509.19,BRL,Caixinha,2baa93e0-52fc-452f-8431-57033baff968,6854ed22-a177-475b-9403-80d76349d631,2023-09-14 22:08:10
d1816326-b5f1-4fc9-a431-a494978425cc,BANK,CHECKING_ACCOUNT,6452.25,BRL,Conta Corrente,2baa93e0-52fc-452f-8431-57033baff968,d1816326-b5f1-4fc9-a431-a494978425cc,2023-09-14 10:28:52
e66ab903-229f-4949-a5e5-cd69e755ee6b,CREDIT,CREDIT_CARD,4053.1,BRL,Cartão de Crédito,2baa93e0-52fc-452f-8431-57033baff968,e66ab903-229f-4949-a5e5-cd69e755ee6b,2023-09-14 20:50:31
4bf34c12-b2fa-48e7-ae28-9bf2d5d4dc5d,BANK,SAVINGS_ACCOUNT,3007.64,BRL,Conta Remunerada,2baa93e0-52fc-452f-8431-57033baff968,4bf34c12-b2fa-48e7-ae28-9bf2d5d4dc5d,2023-09-15 09:16:38
3af42764-7ba3-4939-8a66-3a2e00a8733b,BANK,SAVINGS_ACCOUNT,5751.91,BRL,Poupança,2e72408f-e6e2-4a3c-96ed-2b9492b6e181,3af42764-7ba3-4939-8a66-3a2e00a8733b,2023-09-15 11:08:20
b53368f6-d72c-46d4-9ced-4c7e4b478f71,CREDIT,CREDIT_CARD,6283.74,BRL,Cartão de Crédito,2e72408f-e6e2-4a3c-96ed-2b9492b6e181,b53368f6-d72c-46d4-9ced-4c7e4b478f71,2023-09-14 19:54:39
7d164f77-ddea-409f-a72f-c13d2219b804,CREDIT,CREDIT_CARD,642.22,BRL,Cartão de Crédito,2e72408f-e6e2-4a3c-96ed-2b9492b6e181,7d164f77-ddea-409f-a72f-c13d2219b804,2023-09-14 11:29:33
d322ffa4-f7ef-4882-b575-205c85213863,BANK,SAVINGS_ACCOUNT,815.52,BRL,Conta Remunerada,2f78a86c-98e5-4de7-8e11-2b53564e0967,d322ffa4-f7ef-4882-b575-205c85213863,2023-09-11 20:06:27
96c94eb9-1b5a-49b7-9af6-f3effada791d,CREDIT,CREDIT_CARD,1010.17,BRL,Cartão de Crédito,2f78a86c-98e5-4de7-8e11-2b53564e0967,96c94eb9-1b5a-49b7-9af6-f3effada791d,2023-09-13 05:41:03
1d6a6867-89ad-43e6-8ecc-8492c866113e,BANK,CHECKING_ACCOUNT,15493.3,BRL,Conta Corrente,2f78a86c-98e5-4de7-8e11-2b53564e0967,1d6a6867-89ad-43e6-8ecc-8492c866113e,2023-09-14 22:29:45
251e4965-4b22-4b7d-b8e2-0e215e2bdc50,BANK,SAVINGS_ACCOUNT,18385.87,BRL,Poupança,2f78a86c-98e5-4de7-8e11-2b53564e0967,251e4965-4b22-4b7d-b8e2-0e215e2bdc50,2023-09-15 00:20:35
5c046466-c2fd-4409-8b58-81b8c386ed39,BANK,SAVINGS_ACCOUNT,8431.24,BRL,Conta Remunerada,2f78a86c-98e5-4de7-8e11-2b53564e0967,5c046466-c2fd-4409-8b58-81b8c386ed39,2023-09-13 16:18:23
f41fff1f-2db3-43dc-b82d-560894ccffaf,CREDIT,CREDIT_CARD,4919.4,BRL,Cartão de Crédito,fe47c37e-4321-46f4-8d40-61faaa7bc819,f41fff1f-2db3-43dc-b82d-560894ccffaf,2023-09-13 22:28:04
8848b14b-b248-47d4-b7b9-83260d06707d,CREDIT,CREDIT_CARD,2372.25,BRL,Cartão de Crédito,fe47c37e-4321-46f4-8d40-61faaa7bc819,8848b14b-b248-47d4-b7b9-83260d06707d,2023-09-15 02:38:28
c979b9d5-85ce-4945-b19a-9a9944377113,CREDIT,CREDIT_CARD,8595.86,BRL,Cartão de Crédito,fe47c37e-4321-46f4-8d40-61faaa7bc819,c979b9d5-85ce-4945-b19a-9a9944377113,2023-09-13 10:37:15
d768b81e-3ace-46bc-b4b9-6fb8ab7e6808,CREDIT,CREDIT_CARD,2373.4,BRL,Cartão de Crédito,fe47c37e-4321-46f4-8d40-61faaa7bc819,d768b81e-3ace-46bc-b4b9-6fb8ab7e6808,2023-09-04 15:30:14
78d524a5-8d2e-4886-8084-bbdd487c09cb,BANK,CHECKING_ACCOUNT,1000.88,BRL,Conta Corrente,1ca37ed6-5aa3-4cda-8b15-682367fd150f,78d524a5-8d2e-4886-8084-bbdd487c09cb,2023-09-10 13:56:48
f2c88a32-549b-407c-8b91-7bc5b00d8aff,BANK,CHECKING_ACCOUNT,5303.88,BRL,Conta Corrente,1ca37ed6-5aa3-4cda-8b15-682367fd150f,f2c88a32-549b-407c-8b91-7bc5b00d8aff,2023-09-14 05:58:07
9e07af18-ff4d-428c-9d30-cc0a433ca773,BANK,SAVINGS_ACCOUNT,6730.64,BRL,Caixinha,5c5823a9-6299-403c-b2d1-9a4c3b304ee9,9e07af18-ff4d-428c-9d30-cc0a433ca773,2023-09-09 03:57:08
6f4e8300-1e8c-4883-8cde-6dee66e8a307,CREDIT,CREDIT_CARD,1300.77,BRL,Cartão de Crédito,5c5823a9-6299-403c-b2d1-9a4c3b304ee9,6f4e8300-1e8c-4883-8cde-6dee66e8a307,2023-09-15 01:38:57
31f8ca3b-190b-4975-bccf-b33922e96291,BANK,SAVINGS_ACCOUNT,5605.63,BRL,Caixinha,85ad4e7b-5266-4673-b54d-877e0e97996e,31f8ca3b-190b-4975-bccf-b33922e96291,2023-09-14 09:50:22
52066606-f614-4802-b2bb-ded2e57a9637,BANK,CHECKING_ACCOUNT,6497.2,BRL,Conta Corrente,85ad4e7b-5266-4673-b54d-877e0e97996e,52066606-f614-4802-b2bb-ded2e57a9637,2023-09-15 15:25:41
7a09d529-f4df-4f60-b619-dbdfa34624a7,CREDIT,CREDIT_CARD,1503.59,BRL,Cartão de Crédito,85ad4e7b-5266-4673-b54d-877e0e97996e,7a09d529-f4df-4f60-b619-dbdfa34624a7,2023-09-11 21:18:32
c9ce5998-5d3a-4b43-8aa8-c6451441c00a,BANK,CHECKING_ACCOUNT,3027.8,BRL,Conta Corrente,cdaa0945-91cd-4c49-824b-1e28b4641fd9,c9ce5998-5d3a-4b43-8aa8-c6451441c00a,2023-09-14 10:49:55
f367c076-cbcb-433a-82ee-644171188c1e,BANK,CHECKING_ACCOUNT,7057.84,BRL,Conta Corrente,cdaa0945-91cd-4c49-824b-1e28b4641fd9,f367c076-cbcb-433a-82ee-644171188c1e,2023-09-08 05:52:30
ca08dd87-e961-4269-9ab2-913308894d3e,BANK,CHECKING_ACCOUNT,4911.18,BRL,Conta Corrente,1f7720e3-5ca3-4d58-8cdd-4dde1beeb1da,ca08dd87-e961-4269-9ab2-913308894d3e,2023-09-14 18:58:47
8658da3c-2fed-4303-8471-604060dd1c3a,CREDIT,CREDIT_CARD,5590.45,BRL,Cartão de Crédito,d16629be-4b2b-4086-adde-ec4864da4db3,8658da3c-2fed-4303-8471-604060dd1c3a,2023-09-14 16:40:36
c16c84c2-01c1-49cc-93ae-98755a7400d7,BANK,CHECKING_ACCOUNT,7320.4,BRL,Conta Corrente,d16629be-4b2b-4086-adde-ec4864da4db3,c16c84c2-01c1-49cc-93ae-98755a7400d7,2023-09-15 02:05:38
373dec99-afb9-43a0-948d-9f8feac1145a,BANK,CHECKING_ACCOUNT,8934.38,BRL,Conta Corrente,e8b8e1c1-2e28-4af5-96ac-5c869342aafc,373dec99-afb9-43a0-948d-9f8feac1145a,2023-09-14 06:42:37
fe53c414-7101-4b59-9a4b-7933f4a6ca62,BANK,SAVINGS_ACCOUNT,2178.76,BRL,Caixinha,e8b8e1c1-2e28-4af5-96ac-5c869342aafc,fe53c414-7101-4b59-9a4b-7933f4a6ca62,2023-09-14 19:24:16
33e9d9ab-da8b-43ac-ae12-aa056a2c1537,CREDIT,CREDIT_CARD,3312.26,BRL,Cartão de Crédito,e8b8e1c1-2e28-4af5-96ac-5c869342aafc,33e9d9ab-da8b-43ac-ae12-aa056a2c1537,2023-09-14 17:11:34
5d77118f-26d1-4fd1-850e-d86a21e50b07,BANK,SAVINGS_ACCOUNT,2168.3,BRL,Poupança,1ce95f5d-eaf8-464c-9809-e98eb44bebf2,5d77118f-26d1-4fd1-850e-d86a21e50b07,2023-08-16 16:15:51
cd2008ad-4c0c-46ba-9a20-cf2d7053536c,CREDIT,CREDIT_CARD,4817.17,BRL,Cartão de Crédito,1ce95f5d-eaf8-464c-9809-e98eb44bebf2,cd2008ad-4c0c-46ba-9a20-cf2d7053536c,2023-09-13 21:43:42
74f1adf9-9e62-4647-a5f7-b4d953e19ef3,BANK,CHECKING_ACCOUNT,1807.62,BRL,Conta Corrente,1ce95f5d-eaf8-464c-9809-e98eb44bebf2,74f1adf9-9e62-4647-a5f7-b4d953e19ef3,2023-09-15 01:04:01
b02cda28-c0d9-4395-89e6-c79e7e15374c,CREDIT,CREDIT_CARD,1372.28,BRL,Cartão de Crédito,1ce95f5d-eaf8-464c-9809-e98eb44bebf2,b02cda28-c0d9-4395-89e6-c79e7e15374c,2023-08-09 07:42:43
ef2a750c-2c49-4519-86db-70ddd9ad5066,BANK,CHECKING_ACCOUNT,19708.0,BRL,Conta Corrente,811f2634-1780-4290-a7a3-f2dfcbeed90d,ef2a750c-2c49-4519-86db-70ddd9ad5066,2023-09-14 14:26:17
9dda9d7b-2397-49d2-9872-94db353ba5c8,BANK,CHECKING_ACCOUNT,11812.66,BRL,Conta Corrente,811f2634-1780-4290-a7a3-f2dfcbeed90d,9dda9d7b-2397-49d2-9872-94db353ba5c8,2023-09-15 11:46:09
653ae54a-2fc1-4263-85e2-c3bf102a878f,CREDIT,CREDIT_CARD,17570.39,BRL,Cartão de Crédito,811f2634-1780-4290-a7a3-f2dfcbeed90d,653ae54a-2fc1-4263-85e2-c3bf102a878f,2023-09-12 14:52:40
b2995377-53f2-4255-a705-1e7daa659884,BANK,SAVINGS_ACCOUNT,11544.36,BRL,Poupança,811f2634-1780-4290-a7a3-f2dfcbeed90d,b2995377-53f2-4255-a705-1e7daa659884,2023-09-11 23:04:31
c24b6fa9-6f5f-4df1-925c-9490551cb921,BANK,CHECKING_ACCOUNT,6872.91,BRL,Conta Corrente,d3f7da64-ef01-441f-9cbd-7c22534f586c,c24b6fa9-6f5f-4df1-925c-9490551cb921,2023-09-13 15:37:24
bdcb1384-b0de-412e-b6ca-30d3a4823668,BANK,SAVINGS_ACCOUNT,187.89,BRL,Poupança,d3f7da64-ef01-441f-9cbd-7c22534f586c,bdcb1384-b0de-412e-b6ca-30d3a4823668,2023-09-11 06:23:37
96be1a85-c3ee-4a0e-9494-665b3b280049,CREDIT,CREDIT_CARD,7758.29,BRL,Cartão de Crédito,d3f7da64-ef01-441f-9cbd-7c22534f586c,96be1a85-c3ee-4a0e-9494-665b3b280049,2023-09-14 07:20:21
24d1b46d-c7da-475d-9a6d-d656a168b6bf,CREDIT,CREDIT_CARD,128.71,BRL,Cartão de Crédito,d3f7da64-ef01-441f-9cbd-7c22534f586c,24d1b46d-c7da-475d-9a6d-d656a168b6bf,2023-09-07 19:40:19
85ab3cca-32e2-4be7-b6bc-ae5a40dd5390,CREDIT,CREDIT_CARD,10604.63,BRL,Cartão de Crédito,755c230d-4739-42a1-a6c3-9c23ff6167ac,85ab3cca-32e2-4be7-b6bc-ae5a40dd5390,2023-09-11 22:33:26
474abb17-7a00-47ba-9642-2dee8e40e057,BANK,SAVINGS_ACCOUNT,4112.4,BRL,Poupança,496019ba-05e8-40cd-8982-94dd3e596f2e,474abb17-7a00-47ba-9642-2dee8e40e057,2023-06-29 07:59:48
a668e3bc-af16-4f96-a8b6-33cdbf896051,CREDIT,CREDIT_CARD,4068.11,BRL,Cartão de Crédito,496019ba-05e8-40cd-8982-94dd3e596f2e,a668e3bc-af16-4f96-a8b6-33cdbf896051,2023-09-15 11:29:58
cc7c38b1-2229-4e9d-b8ec-c08ac345079f,BANK,SAVINGS_ACCOUNT,3487.97,BRL,Conta Remunerada,496019ba-05e8-40cd-8982-94dd3e596f2e,cc7c38b1-2229-4e9d-b8ec-c08ac345079f,2023-09-15 12:53:41
dde66370-6f8f-41af-9983-dda821c4b0ac,BANK,CHECKING_ACCOUNT,4239.6,BRL,Conta Corrente,496019ba-05e8-40cd-8982-94dd3e596f2e,dde66370-6f8f-41af-9983-dda821c4b0ac,2023-09-15 13:56:43
95ad9ac4-cb44-459f-b84e-5dbff66a0ad2,BANK,CHECKING_ACCOUNT,4927.8,BRL,Conta Corrente,496019ba-05e8-40cd-8982-94dd3e596f2e,95ad9ac4-cb44-459f-b84e-5dbff66a0ad2,2023-09-15 09:41:31
20fb7153-8e1f-43fa-9e6e-8b25a3e23f3d,BANK,SAVINGS_ACCOUNT,4720.91,BRL,Caixinha,6f612c66-1742-4861-aa7c-a57ed3eb523d,20fb7153-8e1f-43fa-9e6e-8b25a3e23f3d,2023-09-14 13:59:39
6d000d8f-8cdc-4a44-aeee-e7aae528f149,BANK,SAVINGS_ACCOUNT,6485.1,BRL,Poupança,6f612c66-1742-4861-aa7c-a57ed3eb523d,6d000d8f-8cdc-4a44-aeee-e7aae528f149,2023-09-12 05:58:28
76b5c2c0-6261-4d53-b118-374f240b7611,CREDIT,CREDIT_CARD,5368.94,BRL,Cartão de Crédito,6f612c66-1742-4861-aa7c-a57ed3eb523d,76b5c2c0-6261-4d53-b118-374f240b7611,2023-09-12 18:58:23
dfda2252-811c-4255-82df-1d32e26824a0,CREDIT,CREDIT_CARD,7517.45,BRL,Cartão de Crédito,6f612c66-1742-4861-aa7c-a57ed3eb523d,dfda2252-811c-4255-82df-1d32e26824a0,2023-09-14 04:23:37
